"Local Date","Local Time","Air temp 1","rh","Rainfall (mm)","sp5 Light","Windspeed Average mph","Windspeed Gust Max mph","Soil temp2","Bat Volt","Serial No.","Label","Name"
"11-01-23","08:00:01","6.1","96.4","0","2.44","27.28","14","7.2","012.7","2428","Weather Station","allpress"
"11-01-23","09:00:01","5.9","91.5","0","70.76","32.8","37.5","7.1","012.9","2428","Weather Station","allpress"
"11-01-23","10:00:02","7.4","84.7","0","234.24","32.75","41.5","7.1","013.7","2428","Weather Station","allpress"
"11-01-23","11:00:02","8.3","84.2","0","297.68","39.53","50","7","013.7","2428","Weather Station","allpress"
"11-01-23","12:00:01","9","83.1","0","305","39.73","26.5","7","013.7","2428","Weather Station","allpress"
"11-01-23","13:00:01","8.4","83.9","0","229.36","46.43","44","7","013.4","2428","Weather Station","allpress"
"11-01-23","14:00:01","8.5","82","0","102.48","47.03","60.75","7","013.3","2428","Weather Station","allpress"
"11-01-23","15:00:01","7.3","92.1","0","43.92","50.55","25.75","7","013.1","2428","Weather Station","allpress"
"11-01-23","16:00:01","6.8","89.6","0","9.76","48.95","24","7.1","013.1","2428","Weather Station","allpress"
"11-01-23","17:00:01","6.6","91.9","0","0","48.45","24","7","013.1","2428","Weather Station","allpress"
"11-01-23","18:00:01","6.3","93.6","0","0","39.2","20","7","013.0","2428","Weather Station","allpress"
"11-01-23","19:00:01","6.5","94.6","0","0","32.58","15","7","013.0","2428","Weather Station","allpress"
"11-01-23","20:00:01","6.5","91.3","0","0","35.28","16.5","6.9","013.0","2428","Weather Station","allpress"
"11-01-23","21:00:01","6.7","98.5","0","0","28.4","15","6.9","013.0","2428","Weather Station","allpress"
"11-01-23","22:00:01","7.7","98","0","0","26.9","20","6.9","013.0","2428","Weather Station","allpress"
"11-01-23","23:00:01","8.3","96.7","0","0","46.33","45","6.9","013.0","2428","Weather Station","allpress"
"12-01-23","00:00:01","8.1","100","0","0","43.9","37.5","6.9","013.0","2428","Weather Station","allpress"
"12-01-23","01:00:01","8.5","100","1","0","46.43","30","7","013.0","2428","Weather Station","allpress"
"12-01-23","02:00:01","9.9","98.2","0","0","54.43","45.75","7","012.9","2428","Weather Station","allpress"
"12-01-23","03:00:01","10.6","95.7","0","0","57.23","89","7.1","012.9","2428","Weather Station","allpress"
"12-01-23","04:00:01","11.3","93.6","0","0","67.48","77.5","7.2","012.9","2428","Weather Station","allpress"
"12-01-23","05:00:01","10.8","93.4","0","0","46.83","58.25","7.2","012.9","2428","Weather Station","allpress"
"12-01-23","06:00:01","10.7","95.3","0","0","41.95","42.5","7.3","012.9","2428","Weather Station","allpress"
"12-01-23","07:00:01","10.2","95.1","0","0","35.83","59","7.4","012.9","2428","Weather Station","allpress"
"12-01-23","08:00:01","9.8","100","0","0","30.73","30","7.5","012.9","2428","Weather Station","allpress"
"12-01-23","09:00:01","10.8","98.7","0","41.48","33.9","25.75","7.6","012.9","2428","Weather Station","allpress"
