"Local Date","Local Time","Air temp 1","rh","Rainfall (mm)","sp5 Light","Windspeed Average mph","Windspeed Gust Max mph","Soil temp2","Bat Volt","Serial No.","Label","Name"
"24-08-22","21:00:01","22.9","60.3","0","0","0.23","3.25","17.8","013.1","2428","Weather Station","allpress"
"24-08-22","22:00:01","20.8","79.1","0","0","8.2","10.75","17.7","013.1","2428","Weather Station","allpress"
"24-08-22","23:00:01","19.1","87.8","0","0","5.2","8.25","17.6","013.1","2428","Weather Station","allpress"
"25-08-22","00:00:01","18","90.6","0","0","3.68","7.5","17.6","013.1","2428","Weather Station","allpress"
"25-08-22","01:00:01","17.2","96.8","0","0","0.18","3.25","17.5","013.1","2428","Weather Station","allpress"
"25-08-22","02:00:01","16.9","98.1","0","0","0.58","7.5","17.4","013.0","2428","Weather Station","allpress"
"25-08-22","03:00:01","16.2","100","0","0","0.15","5.75","17.3","013.0","2428","Weather Station","allpress"
"25-08-22","04:00:01","16.5","100","0","0","1.4","5.75","17.2","013.0","2428","Weather Station","allpress"
"25-08-22","05:00:01","17","100","0","0","6.28","9","17.1","013.0","2428","Weather Station","allpress"
"25-08-22","06:00:01","16.9","99.1","0","0","6.73","11.5","17","012.9","2428","Weather Station","allpress"
"25-08-22","07:00:01","16.5","100","0","2.44","3.73","5.75","16.9","012.9","2428","Weather Station","allpress"
"25-08-22","08:00:01","16.1","100","6","14.64","4.33","6.5","16.9","012.9","2428","Weather Station","allpress"
"25-08-22","09:00:01","15.7","100","3","112.24","10.73","10.75","16.9","013.0","2428","Weather Station","allpress"
"25-08-22","10:00:01","16.1","100","2","143.96","12.58","10.75","16.8","013.3","2428","Weather Station","allpress"
"25-08-22","11:00:01","16.2","100","3","102.48","15.5","14","16.8","013.6","2428","Weather Station","allpress"
"25-08-22","12:00:01","16.7","100","3","222.04","4.2","7.5","16.8","013.6","2428","Weather Station","allpress"
"25-08-22","13:00:01","17.2","100","1","197.64","7.93","8.25","16.8","013.7","2428","Weather Station","allpress"
"25-08-22","14:00:01","17.2","100","1","339.16","11.95","8.25","16.8","013.8","2428","Weather Station","allpress"
"25-08-22","15:00:01","18.1","100","0","1483.52","20.18","14","16.8","013.8","2428","Weather Station","allpress"
"25-08-22","16:00:01","16.4","97.3","0","275.72","23.9","15","16.8","013.8","2428","Weather Station","allpress"
"25-08-22","17:00:01","16.8","94.1","0","165.92","21.05","14","16.9","013.7","2428","Weather Station","allpress"
"25-08-22","18:00:01","16.3","94.7","0","185.44","15.5","10","16.9","013.8","2428","Weather Station","allpress"
"25-08-22","19:00:01","15.9","96","0","68.32","9.15","8.25","16.8","013.4","2428","Weather Station","allpress"
"25-08-22","20:00:01","15.6","93.6","0","4.88","10.28","9","16.8","013.2","2428","Weather Station","allpress"
"25-08-22","21:00:01","14.3","99.2","0","0","0.6","5.75","16.8","013.1","2428","Weather Station","allpress"
"25-08-22","22:00:01","13.2","100","0","0","0","0","16.7","013.1","2428","Weather Station","allpress"
"25-08-22","23:00:01","12.2","100","0","0","0","0","16.6","013.1","2428","Weather Station","allpress"
"26-08-22","00:00:01","11.8","100","0","0","0","0.75","16.3","013.0","2428","Weather Station","allpress"
"26-08-22","01:00:01","10.7","100","0","0","0","0.75","16.2","013.0","2428","Weather Station","allpress"
"26-08-22","02:00:01","10.6","100","0","0","0","0","15.9","012.9","2428","Weather Station","allpress"
"26-08-22","03:00:01","9.3","100","0","0","0","0","15.7","012.9","2428","Weather Station","allpress"
"26-08-22","04:00:01","9.8","100","0","0","0","0","15.5","012.9","2428","Weather Station","allpress"
"26-08-22","05:00:01","9.5","100","0","0","0","0","15.2","012.9","2428","Weather Station","allpress"
"26-08-22","06:00:01","9.4","100","0","7.32","0","0","15.1","012.9","2428","Weather Station","allpress"
"26-08-22","07:00:01","10.4","100","0","256.2","0","1.5","14.9","013.8","2428","Weather Station","allpress"
"26-08-22","08:00:01","12.4","100","0","653.92","0","0","14.7","013.8","2428","Weather Station","allpress"
"26-08-22","09:00:01","15.3","100","0","961.36","0","0","14.6","013.8","2428","Weather Station","allpress"
"26-08-22","10:00:01","18.3","76.8","0","1195.6","0.35","6.5","14.7","013.8","2428","Weather Station","allpress"
"26-08-22","11:00:01","20.5","61.3","0","1371.28","1.48","9","14.7","013.8","2428","Weather Station","allpress"
"26-08-22","12:00:01","20.5","61.4","0","1349.32","3.15","8.25","14.9","013.8","2428","Weather Station","allpress"
"26-08-22","13:00:01","21","52.8","0","531.92","6.05","16.5","15.1","013.8","2428","Weather Station","allpress"
"26-08-22","14:00:01","22.4","54.2","0","1403","4.5","12.5","15.2","013.8","2428","Weather Station","allpress"
"26-08-22","15:00:01","22.4","47","0","468.48","8.73","15","15.4","013.9","2428","Weather Station","allpress"
"26-08-22","16:00:01","21.5","55.6","0","480.68","12.85","16.5","15.6","013.8","2428","Weather Station","allpress"
