,Local Date,Local Time,Air temp 1,rh,Rainfall (mm),sp5 Light,Windspeed Average mph,Windspeed Gust Max mph,Soil temp2,Bat Volt,Serial No.,Label,Name
0,28-06-24,22:00:01,11.9,85.8,0,0.0,0.0,0.0,14.2,13.0,2428,Weather Station,allpress
1,28-06-24,23:00:01,12.2,86.2,0,0.0,0.15,2.5,14.1,13.0,2428,Weather Station,allpress
2,29-06-24,00:00:01,12.3,90.6,0,0.0,0.0,0.0,14.1,13.0,2428,Weather Station,allpress
3,29-06-24,01:00:01,11.6,88.9,0,0.0,0.0,0.0,13.9,13.0,2428,Weather Station,allpress
4,29-06-24,02:00:01,10.6,91.8,0,0.0,0.0,0.0,13.8,12.9,2428,Weather Station,allpress
5,29-06-24,03:00:01,8.8,98.9,0,0.0,0.0,0.0,13.7,12.9,2428,Weather Station,allpress
6,29-06-24,04:00:01,8.2,100.0,0,0.0,0.0,0.0,13.5,12.9,2428,Weather Station,allpress
7,29-06-24,05:00:01,8.0,100.0,0,29.28,0.0,0.0,13.5,12.8,2428,Weather Station,allpress
8,29-06-24,06:00:02,10.6,97.6,0,222.04,0.0,0.0,13.3,13.1,2428,Weather Station,allpress
9,29-06-24,07:00:01,13.4,81.0,0,446.52,0.0,0.0,13.1,13.3,2428,Weather Station,allpress
10,29-06-24,08:00:01,16.1,70.1,0,714.92,0.0,0.0,13.0,13.7,2428,Weather Station,allpress
11,29-06-24,09:00:01,16.9,64.1,0,1019.92,0.0,0.0,13.0,13.8,2428,Weather Station,allpress
12,29-06-24,10:00:01,18.7,60.1,0,1356.64,0.0,0.0,13.0,13.8,2428,Weather Station,allpress
13,29-06-24,11:00:01,19.0,54.6,0,1551.84,0.0,0.0,13.1,13.9,2428,Weather Station,allpress
14,29-06-24,12:00:01,19.8,47.1,0,1722.64,1.83,51.5,13.2,13.9,2428,Weather Station,allpress
15,29-06-24,13:00:01,21.5,44.5,0,1849.52,13.2,10.0,13.4,13.8,2428,Weather Station,allpress
16,29-06-24,14:00:01,22.9,40.7,0,1749.48,10.45,7.5,13.5,13.9,2428,Weather Station,allpress
17,29-06-24,15:00:01,23.6,39.0,0,1656.76,8.68,8.25,13.7,13.9,2428,Weather Station,allpress
18,29-06-24,16:00:01,24.7,36.8,0,1442.04,11.03,9.0,14.0,13.9,2428,Weather Station,allpress
19,29-06-24,17:00:01,24.1,39.2,0,1185.84,11.73,8.25,14.1,13.9,2428,Weather Station,allpress
20,29-06-24,18:00:01,22.9,37.4,0,817.4,13.8,8.25,14.2,13.9,2428,Weather Station,allpress
21,29-06-24,19:00:01,21.9,47.0,0,451.4,11.65,9.0,14.4,13.9,2428,Weather Station,allpress
22,29-06-24,20:00:01,20.1,59.1,0,126.88,16.95,9.0,14.5,13.5,2428,Weather Station,allpress
23,29-06-24,21:00:01,19.1,65.8,0,19.52,11.25,7.5,14.5,13.1,2428,Weather Station,allpress
24,29-06-24,22:00:01,18.1,70.3,0,0.0,7.78,6.5,14.5,13.0,2428,Weather Station,allpress
25,29-06-24,23:00:01,16.6,75.4,0,0.0,7.83,6.5,14.5,13.0,2428,Weather Station,allpress
26,30-06-24,00:00:01,14.3,88.4,0,0.0,0.08,3.25,14.5,13.0,2428,Weather Station,allpress
27,30-06-24,01:00:01,13.7,94.0,0,0.0,0.0,0.0,14.4,13.0,2428,Weather Station,allpress
28,30-06-24,02:00:01,14.6,93.9,0,0.0,0.0,0.0,14.3,12.9,2428,Weather Station,allpress
29,30-06-24,03:00:01,14.8,92.3,0,0.0,0.0,0.0,14.3,12.9,2428,Weather Station,allpress
30,30-06-24,04:00:01,15.1,85.9,0,0.0,7.15,7.5,14.2,12.9,2428,Weather Station,allpress
31,30-06-24,05:00:01,14.5,91.5,0,9.76,5.95,6.5,14.1,12.9,2428,Weather Station,allpress
32,30-06-24,06:00:01,13.9,98.7,0,43.92,10.85,7.5,14.1,12.9,2428,Weather Station,allpress
33,30-06-24,07:00:01,12.7,100.0,0,136.64,15.48,13.25,14.1,13.0,2428,Weather Station,allpress
34,30-06-24,08:00:01,13.0,99.6,0,175.68,14.0,8.25,14.1,13.6,2428,Weather Station,allpress
35,30-06-24,09:00:01,13.3,96.5,0,456.28,15.18,8.25,14.1,13.8,2428,Weather Station,allpress
36,30-06-24,10:00:01,15.3,78.7,0,875.96,17.8,11.5,14.1,13.8,2428,Weather Station,allpress
37,30-06-24,11:00:01,16.9,61.5,0,658.8,21.7,13.25,14.1,13.8,2428,Weather Station,allpress
38,30-06-24,12:00:01,16.8,60.6,0,1088.24,21.08,13.25,14.1,13.8,2428,Weather Station,allpress
39,30-06-24,13:00:01,15.8,62.9,0,793.0,20.73,11.5,14.1,13.8,2428,Weather Station,allpress
40,30-06-24,14:00:01,16.5,59.8,0,744.2,18.58,10.0,14.1,13.8,2428,Weather Station,allpress
41,30-06-24,15:00:01,14.8,63.1,0,261.08,18.93,10.75,14.1,13.8,2428,Weather Station,allpress
42,30-06-24,16:00:01,17.0,54.8,0,946.72,20.85,11.5,14.1,13.8,2428,Weather Station,allpress
43,30-06-24,17:00:01,16.4,59.3,0,490.44,15.65,9.0,14.1,13.8,2428,Weather Station,allpress
44,30-06-24,18:00:01,16.2,61.7,0,287.92,12.7,7.5,14.1,13.8,2428,Weather Station,allpress
45,30-06-24,19:00:01,15.5,67.0,0,119.56,12.03,7.5,14.1,13.7,2428,Weather Station,allpress
46,30-06-24,20:00:01,15.2,72.5,0,63.44,9.73,9.0,14.1,13.5,2428,Weather Station,allpress
47,30-06-24,21:00:01,14.2,77.9,0,14.64,7.73,6.5,14.1,13.1,2428,Weather Station,allpress
48,30-06-24,22:00:01,13.5,86.3,0,0.0,7.85,5.75,14.1,13.0,2428,Weather Station,allpress
49,30-06-24,23:00:01,13.2,87.8,0,0.0,8.2,6.5,14.1,13.0,2428,Weather Station,allpress
50,01-07-24,00:00:01,12.5,91.0,0,0.0,7.3,6.5,14.1,13.0,2428,Weather Station,allpress
51,01-07-24,01:00:01,12.2,94.8,0,0.0,3.28,5.0,14.0,13.0,2428,Weather Station,allpress
52,01-07-24,02:00:01,11.9,97.3,0,0.0,1.43,3.25,14.0,12.9,2428,Weather Station,allpress
53,01-07-24,03:00:01,12.1,96.8,0,0.0,3.23,5.0,13.9,12.9,2428,Weather Station,allpress
54,01-07-24,04:00:01,11.9,96.0,0,0.0,7.7,5.75,13.8,12.9,2428,Weather Station,allpress
55,01-07-24,05:00:01,11.8,95.9,0,9.76,7.5,5.75,13.8,12.9,2428,Weather Station,allpress
56,01-07-24,06:00:01,11.8,95.0,0,117.12,8.68,5.75,13.7,13.0,2428,Weather Station,allpress
57,01-07-24,07:00:01,11.7,92.5,0,265.96,13.5,8.25,13.7,13.3,2428,Weather Station,allpress
58,01-07-24,08:00:01,13.4,88.0,0,712.48,13.9,8.25,13.7,13.7,2428,Weather Station,allpress
59,01-07-24,09:00:01,15.7,69.0,0,519.72,13.05,8.25,13.6,13.8,2428,Weather Station,allpress
60,01-07-24,10:00:01,16.9,68.7,0,997.96,13.58,8.25,13.6,13.8,2428,Weather Station,allpress
61,01-07-24,11:00:01,16.9,70.4,0,675.88,16.48,10.0,13.6,13.8,2428,Weather Station,allpress
62,01-07-24,12:00:01,19.3,58.2,0,1090.68,13.4,9.0,13.7,13.8,2428,Weather Station,allpress
63,01-07-24,13:00:01,17.9,59.7,0,534.36,19.7,10.75,13.8,13.8,2428,Weather Station,allpress
64,01-07-24,14:00:01,20.3,55.7,0,1149.24,21.2,11.5,13.8,13.8,2428,Weather Station,allpress
65,01-07-24,15:00:01,17.2,66.5,0,285.48,25.43,14.0,13.9,13.8,2428,Weather Station,allpress
66,01-07-24,16:00:01,16.9,71.4,0,490.44,22.85,12.5,13.9,13.8,2428,Weather Station,allpress
67,01-07-24,17:00:01,15.8,78.4,0,219.6,22.0,12.5,14.0,13.8,2428,Weather Station,allpress
68,01-07-24,18:00:01,15.2,82.4,0,202.52,17.95,10.75,14.0,13.6,2428,Weather Station,allpress
69,01-07-24,19:00:01,13.6,95.4,0,102.48,10.68,9.0,14.0,13.6,2428,Weather Station,allpress
70,01-07-24,20:00:01,13.4,97.3,0,61.0,12.28,10.0,14.0,13.2,2428,Weather Station,allpress
71,01-07-24,21:00:01,13.5,98.4,0,4.88,12.45,10.75,14.0,13.0,2428,Weather Station,allpress
72,01-07-24,22:00:01,13.5,100.0,0,0.0,13.68,7.5,14.0,13.0,2428,Weather Station,allpress
73,01-07-24,23:00:01,13.7,100.0,0,0.0,12.6,8.25,13.9,13.0,2428,Weather Station,allpress
74,02-07-24,00:00:01,13.8,100.0,0,0.0,12.45,6.5,13.9,13.0,2428,Weather Station,allpress
75,02-07-24,01:00:01,13.2,95.6,0,0.0,13.8,10.0,13.9,13.0,2428,Weather Station,allpress
76,02-07-24,02:00:01,11.3,93.2,0,0.0,17.6,11.5,13.9,12.9,2428,Weather Station,allpress
77,02-07-24,03:00:01,11.2,94.0,0,0.0,11.6,7.5,13.8,12.9,2428,Weather Station,allpress
78,02-07-24,04:00:01,11.1,93.9,0,0.0,13.05,7.5,13.8,12.9,2428,Weather Station,allpress
79,02-07-24,05:00:01,11.3,94.6,0,0.0,12.93,6.5,13.7,12.9,2428,Weather Station,allpress
80,02-07-24,06:00:01,11.0,98.9,0,19.52,13.53,8.25,13.6,12.9,2428,Weather Station,allpress
81,02-07-24,07:00:01,11.2,100.0,1,80.52,17.8,11.5,13.6,12.9,2428,Weather Station,allpress
82,02-07-24,08:00:01,11.9,100.0,0,244.0,22.43,13.25,13.5,13.5,2428,Weather Station,allpress
83,02-07-24,09:00:01,12.5,100.0,1,566.08,20.03,11.5,13.5,13.8,2428,Weather Station,allpress
84,02-07-24,10:00:01,13.1,100.0,0,1024.8,16.2,10.0,13.5,13.8,2428,Weather Station,allpress
85,02-07-24,11:00:01,14.2,90.4,0,580.72,16.43,10.0,13.5,13.8,2428,Weather Station,allpress
86,02-07-24,12:00:01,14.1,85.8,0,207.4,8.68,7.5,13.5,13.8,2428,Weather Station,allpress
87,02-07-24,13:00:01,14.0,93.9,0,517.28,8.48,8.25,13.6,13.8,2428,Weather Station,allpress
88,02-07-24,14:00:01,15.8,73.0,0,195.2,5.2,7.5,13.6,13.8,2428,Weather Station,allpress
89,02-07-24,15:00:01,16.7,81.7,0,1029.68,8.58,8.25,13.6,13.8,2428,Weather Station,allpress
90,02-07-24,16:00:01,16.8,66.7,0,607.56,12.9,10.75,13.7,13.8,2428,Weather Station,allpress
91,02-07-24,17:00:01,17.8,60.4,0,488.0,17.1,10.75,13.7,13.8,2428,Weather Station,allpress
92,02-07-24,18:00:01,17.4,59.6,0,400.16,12.43,7.5,13.8,13.8,2428,Weather Station,allpress
93,02-07-24,19:00:01,17.4,61.2,0,602.68,10.43,8.25,13.8,13.8,2428,Weather Station,allpress
94,02-07-24,20:00:01,16.2,62.8,0,114.68,3.3,4.0,13.9,13.6,2428,Weather Station,allpress
95,02-07-24,21:00:01,15.6,69.3,0,14.64,3.75,5.0,13.9,13.2,2428,Weather Station,allpress
96,02-07-24,22:00:01,14.0,74.2,0,0.0,13.28,7.5,13.9,13.1,2428,Weather Station,allpress
97,02-07-24,23:00:01,12.9,83.5,0,0.0,5.93,6.5,13.9,13.0,2428,Weather Station,allpress
98,03-07-24,00:00:01,12.7,84.0,0,0.0,3.35,5.0,13.8,13.0,2428,Weather Station,allpress
99,03-07-24,01:00:01,12.3,84.3,0,0.0,1.4,4.0,13.8,13.0,2428,Weather Station,allpress
100,03-07-24,02:00:01,12.2,82.9,0,0.0,5.6,5.0,13.7,13.0,2428,Weather Station,allpress
101,03-07-24,03:00:01,11.7,86.4,0,0.0,4.2,5.0,13.7,12.9,2428,Weather Station,allpress
102,03-07-24,04:00:01,10.3,97.4,0,0.0,8.6,5.75,13.6,12.9,2428,Weather Station,allpress
103,03-07-24,05:00:01,9.9,100.0,1,0.0,1.58,5.75,13.6,12.9,2428,Weather Station,allpress
104,03-07-24,06:00:01,10.0,100.0,1,26.84,0.08,2.5,13.5,12.9,2428,Weather Station,allpress
105,03-07-24,07:00:01,10.3,100.0,1,34.16,1.18,5.0,13.5,12.9,2428,Weather Station,allpress
106,03-07-24,08:00:01,10.7,100.0,1,224.48,5.85,6.5,13.5,13.4,2428,Weather Station,allpress
107,03-07-24,09:00:01,11.5,100.0,0,517.28,15.05,10.0,13.4,13.8,2428,Weather Station,allpress
108,03-07-24,10:00:01,12.5,91.8,0,441.64,18.3,10.75,13.4,13.8,2428,Weather Station,allpress
109,03-07-24,11:00:01,13.6,87.5,0,644.16,20.6,12.5,13.4,13.8,2428,Weather Station,allpress
110,03-07-24,12:00:01,15.0,78.0,0,429.44,19.85,12.5,13.5,13.8,2428,Weather Station,allpress
111,03-07-24,13:00:01,13.2,86.4,0,234.24,18.3,11.5,13.5,13.8,2428,Weather Station,allpress
112,03-07-24,14:00:01,16.8,84.0,0,2396.08,19.68,12.5,13.5,13.8,2428,Weather Station,allpress
113,03-07-24,15:00:01,16.8,81.4,0,858.88,21.23,13.25,13.5,13.8,2428,Weather Station,allpress
114,03-07-24,16:00:01,16.9,80.6,0,517.28,20.05,13.25,13.6,13.8,2428,Weather Station,allpress
115,03-07-24,17:00:01,16.1,90.8,0,356.24,15.35,12.5,13.7,13.8,2428,Weather Station,allpress
116,03-07-24,18:00:01,16.6,88.7,0,248.88,12.35,9.0,13.7,13.8,2428,Weather Station,allpress
117,03-07-24,19:00:01,16.7,92.4,0,148.84,10.3,7.5,13.8,13.6,2428,Weather Station,allpress
118,03-07-24,20:00:01,17.1,89.6,0,307.44,15.25,10.0,13.9,13.8,2428,Weather Station,allpress
119,03-07-24,21:00:01,15.7,94.2,0,31.72,10.8,7.5,13.9,13.2,2428,Weather Station,allpress
120,03-07-24,22:00:01,14.7,98.5,0,0.0,12.1,9.0,13.9,13.1,2428,Weather Station,allpress
121,03-07-24,23:00:01,14.7,100.0,0,0.0,12.08,8.25,13.9,13.0,2428,Weather Station,allpress
122,04-07-24,00:00:01,14.2,90.7,0,0.0,14.53,10.0,13.9,13.0,2428,Weather Station,allpress
123,04-07-24,01:00:01,12.7,88.1,0,0.0,12.35,8.25,13.9,13.0,2428,Weather Station,allpress
124,04-07-24,02:00:01,13.3,74.6,0,0.0,18.33,14.0,13.9,13.0,2428,Weather Station,allpress
125,04-07-24,03:00:01,11.3,81.9,0,0.0,18.5,12.5,13.9,12.9,2428,Weather Station,allpress
126,04-07-24,04:00:01,9.2,93.7,0,0.0,9.28,8.25,13.8,12.9,2428,Weather Station,allpress
127,04-07-24,05:00:01,9.0,93.0,0,21.96,11.85,9.0,13.7,12.9,2428,Weather Station,allpress
128,04-07-24,06:00:01,10.3,88.7,0,195.2,8.33,7.5,13.6,13.0,2428,Weather Station,allpress
129,04-07-24,07:00:01,11.7,77.6,0,448.96,15.53,11.5,13.5,13.3,2428,Weather Station,allpress
130,04-07-24,08:00:01,13.0,69.3,0,751.52,21.45,10.75,13.5,13.7,2428,Weather Station,allpress
131,04-07-24,09:00:01,14.1,60.9,0,636.84,27.53,20.75,13.5,13.8,2428,Weather Station,allpress
132,04-07-24,10:00:01,15.2,51.9,0,1398.12,31.23,15.75,13.4,13.8,2428,Weather Station,allpress
133,04-07-24,11:00:01,16.3,48.5,0,1810.48,28.6,15.0,13.3,13.8,2428,Weather Station,allpress
134,04-07-24,12:00:01,15.5,49.5,0,468.48,29.5,16.5,13.3,13.8,2428,Weather Station,allpress
135,04-07-24,13:00:01,17.1,45.6,0,580.72,30.85,15.75,13.3,13.8,2428,Weather Station,allpress
136,04-07-24,14:00:01,17.7,44.0,0,695.4,31.23,19.0,13.4,13.8,2428,Weather Station,allpress
137,04-07-24,15:00:01,19.0,45.0,0,1920.28,35.3,19.0,13.5,13.9,2428,Weather Station,allpress
138,04-07-24,16:00:01,18.4,45.8,0,580.72,30.3,16.5,13.5,13.9,2428,Weather Station,allpress
139,04-07-24,17:00:02,19.0,44.0,0,619.76,29.0,15.75,13.6,13.8,2428,Weather Station,allpress
