"Local Date","Local Time","Air temp 1","rh","Rainfall (mm)","sp5 Light","Windspeed Average mph","Windspeed Gust Max mph","Soil temp2","Bat Volt","Serial No.","Label","Name"
"08-05-22","23:00:01","7","95.8","0","0","10.15","6.5","10.6","013.1","2428","Weather Station","allpress"
"09-05-22","00:00:01","6","100","0","0","5.23","5","10.5","013.0","2428","Weather Station","allpress"
"09-05-22","01:00:01","5.3","100","0","0","7.78","5.75","10.3","013.0","2428","Weather Station","allpress"
"09-05-22","02:00:01","4.1","100","0","0","6.25","5","10.2","013.0","2428","Weather Station","allpress"
"09-05-22","03:00:01","3.2","100","0","0","0.03","1.5","10","012.9","2428","Weather Station","allpress"
"09-05-22","04:00:01","2.3","100","0","0","0","0","9.7","012.9","2428","Weather Station","allpress"
"09-05-22","05:00:01","1.3","100","0","0","0","0","9.5","012.9","2428","Weather Station","allpress"
"09-05-22","06:00:01","1.7","100","0","141.52","0","0","9.2","013.1","2428","Weather Station","allpress"
"09-05-22","07:00:01","6","100","0","505.08","6.45","5","9","013.8","2428","Weather Station","allpress"
"09-05-22","08:00:01","9.1","95.3","0","824.72","15.03","10.75","8.8","013.8","2428","Weather Station","allpress"
"09-05-22","09:00:01","12.1","81.9","0","1141.92","16.98","9","8.8","013.8","2428","Weather Station","allpress"
"09-05-22","10:00:01","14.7","64.1","0","1168.76","15.83","9","8.9","013.8","2428","Weather Station","allpress"
"09-05-22","11:00:01","17.1","49.6","0","1476.2","19.68","23.25","9","013.8","2428","Weather Station","allpress"
"09-05-22","12:00:01","18.4","47.5","0","995.52","23.08","12.5","9.2","013.8","2428","Weather Station","allpress"
"09-05-22","13:00:01","19.5","49.3","0","1046.76","28.08","15.75","9.5","013.9","2428","Weather Station","allpress"
"09-05-22","14:00:01","21.4","46.7","0","1390.8","29.2","15","9.6","013.9","2428","Weather Station","allpress"
"09-05-22","15:00:01","21.8","47","0","1188.28","34.73","19","9.9","013.9","2428","Weather Station","allpress"
"09-05-22","16:00:01","22.1","47.1","0","844.24","32.83","22.5","10.1","013.9","2428","Weather Station","allpress"
"09-05-22","17:00:01","21.8","48.2","0","480.68","32.75","17.5","10.3","013.9","2428","Weather Station","allpress"
"09-05-22","18:00:01","20.5","50.9","0","285.48","31.15","18.25","10.5","013.8","2428","Weather Station","allpress"
