,Local Date,Local Time,Air temp 1,rh,Rainfall (mm),sp5 Light,Windspeed Average mph,Windspeed Gust Max mph,Soil temp2,Bat Volt,Serial No.,Label,Name
0,11-05-24,22:00:01,12.3,92.0,0,0.0,13.18,7.5,12.0,13.1,2428,Weather Station,allpress
1,11-05-24,23:00:01,10.8,97.5,0,0.0,10.95,5.75,11.9,13.0,2428,Weather Station,allpress
2,12-05-24,00:00:01,10.3,100.0,0,0.0,13.43,7.5,11.9,13.0,2428,Weather Station,allpress
3,12-05-24,01:00:01,10.0,100.0,0,0.0,12.68,7.5,11.9,13.0,2428,Weather Station,allpress
4,12-05-24,02:00:01,9.6,100.0,0,0.0,10.65,5.0,11.8,12.9,2428,Weather Station,allpress
5,12-05-24,03:00:01,9.3,100.0,0,0.0,7.08,5.0,11.7,12.9,2428,Weather Station,allpress
6,12-05-24,04:00:01,8.4,100.0,0,0.0,0.08,1.5,11.6,12.9,2428,Weather Station,allpress
7,12-05-24,05:00:01,8.9,100.0,0,0.0,0.0,0.0,11.5,12.9,2428,Weather Station,allpress
8,12-05-24,06:00:01,9.0,100.0,0,136.64,0.43,3.25,11.3,13.0,2428,Weather Station,allpress
9,12-05-24,07:00:01,12.2,100.0,0,280.6,4.4,5.0,11.3,13.6,2428,Weather Station,allpress
10,12-05-24,08:00:01,15.5,88.5,0,575.84,15.1,8.25,11.2,13.8,2428,Weather Station,allpress
11,12-05-24,09:00:01,18.1,74.6,0,724.68,22.2,10.0,11.2,13.8,2428,Weather Station,allpress
12,12-05-24,10:00:01,20.3,67.1,0,1307.84,20.3,10.0,11.2,13.8,2428,Weather Station,allpress
13,12-05-24,11:00:01,22.4,64.6,0,1522.56,19.6,12.5,11.3,13.9,2428,Weather Station,allpress
14,12-05-24,12:00:01,24.1,55.8,0,1634.8,23.6,14.0,11.3,13.9,2428,Weather Station,allpress
15,12-05-24,13:00:01,24.8,51.7,0,1637.24,22.83,13.25,11.5,13.9,2428,Weather Station,allpress
16,12-05-24,14:00:01,25.2,47.5,0,1725.08,22.0,12.5,11.7,13.9,2428,Weather Station,allpress
17,12-05-24,15:00:01,24.9,47.5,0,1654.32,23.05,13.25,11.9,13.9,2428,Weather Station,allpress
18,12-05-24,16:00:01,25.1,41.2,0,1381.04,26.33,15.75,12.1,13.9,2428,Weather Station,allpress
19,12-05-24,17:00:01,24.7,40.6,0,1015.04,22.0,10.75,12.3,13.9,2428,Weather Station,allpress
20,12-05-24,18:00:01,23.7,42.5,0,685.64,22.0,12.5,12.4,13.9,2428,Weather Station,allpress
21,12-05-24,19:00:01,22.8,49.6,0,322.08,24.53,12.5,12.5,13.9,2428,Weather Station,allpress
22,12-05-24,20:00:01,19.8,60.8,0,87.84,19.95,10.0,12.5,13.4,2428,Weather Station,allpress
23,12-05-24,21:00:01,17.1,71.3,0,0.0,10.08,6.5,12.6,13.1,2428,Weather Station,allpress
24,12-05-24,22:00:01,16.3,75.2,0,0.0,8.25,5.75,12.6,13.1,2428,Weather Station,allpress
25,12-05-24,23:00:01,14.8,80.8,0,0.0,6.55,5.75,12.5,13.0,2428,Weather Station,allpress
26,13-05-24,00:00:01,13.5,91.9,0,0.0,2.85,3.25,12.4,13.0,2428,Weather Station,allpress
27,13-05-24,01:00:01,13.0,95.4,0,0.0,0.48,2.5,12.4,13.0,2428,Weather Station,allpress
28,13-05-24,02:00:01,12.7,95.9,0,0.0,2.98,3.25,12.3,13.0,2428,Weather Station,allpress
29,13-05-24,03:00:01,12.2,98.5,0,0.0,1.3,3.25,12.2,12.9,2428,Weather Station,allpress
30,13-05-24,04:00:01,11.9,99.7,0,0.0,2.25,4.0,12.1,12.9,2428,Weather Station,allpress
31,13-05-24,05:00:01,12.2,100.0,0,0.0,5.08,7.5,12.0,12.9,2428,Weather Station,allpress
32,13-05-24,06:00:01,12.4,100.0,0,78.08,10.45,7.5,11.9,12.9,2428,Weather Station,allpress
33,13-05-24,07:00:01,13.8,94.1,0,436.76,7.8,7.5,11.9,13.5,2428,Weather Station,allpress
34,13-05-24,08:00:01,13.6,85.1,0,522.16,17.25,10.0,11.9,13.8,2428,Weather Station,allpress
35,13-05-24,09:00:01,13.9,80.1,0,463.6,19.53,10.75,11.9,13.8,2428,Weather Station,allpress
36,13-05-24,10:00:01,16.7,76.3,0,1339.56,18.95,12.5,11.9,13.8,2428,Weather Station,allpress
37,13-05-24,11:00:01,17.7,67.1,0,1544.52,24.48,13.25,11.9,13.8,2428,Weather Station,allpress
38,13-05-24,12:00:01,19.3,65.0,0,1632.36,27.93,15.0,12.0,13.8,2428,Weather Station,allpress
39,13-05-24,13:00:01,18.7,60.9,0,724.68,30.78,16.5,12.1,13.9,2428,Weather Station,allpress
40,13-05-24,14:00:01,18.3,70.4,0,436.76,29.28,15.75,12.3,13.8,2428,Weather Station,allpress
41,13-05-24,15:00:01,18.6,69.3,0,610.0,32.3,16.5,12.4,13.9,2428,Weather Station,allpress
42,13-05-24,16:00:01,20.5,63.7,0,1400.56,32.8,17.5,12.4,13.9,2428,Weather Station,allpress
43,13-05-24,17:00:01,19.6,64.7,0,1056.52,35.75,17.5,12.5,13.9,2428,Weather Station,allpress
44,13-05-24,18:00:01,18.3,66.0,0,695.4,33.3,17.5,12.6,13.9,2428,Weather Station,allpress
45,13-05-24,19:00:01,17.0,69.6,0,261.08,34.75,17.5,12.7,13.8,2428,Weather Station,allpress
46,13-05-24,20:00:01,16.7,72.8,0,139.08,24.25,14.0,12.7,13.5,2428,Weather Station,allpress
47,13-05-24,21:00:01,14.8,82.5,0,0.0,16.9,10.75,12.7,13.1,2428,Weather Station,allpress
48,13-05-24,22:00:01,13.4,90.7,0,0.0,7.95,5.75,12.6,13.0,2428,Weather Station,allpress
49,13-05-24,23:00:01,13.7,94.7,0,0.0,16.7,10.0,12.5,13.0,2428,Weather Station,allpress
50,14-05-24,00:00:01,13.4,97.4,0,0.0,21.45,10.0,12.5,13.0,2428,Weather Station,allpress
51,14-05-24,01:00:01,13.3,100.0,0,0.0,22.83,11.5,12.4,13.0,2428,Weather Station,allpress
52,14-05-24,02:00:01,13.5,99.6,0,0.0,24.28,11.5,12.4,13.0,2428,Weather Station,allpress
53,14-05-24,03:00:01,12.9,99.3,0,0.0,22.5,10.0,12.4,13.0,2428,Weather Station,allpress
54,14-05-24,04:00:01,12.9,100.0,0,0.0,23.48,10.0,12.4,12.9,2428,Weather Station,allpress
55,14-05-24,05:00:01,13.1,100.0,0,0.0,21.93,10.75,12.3,12.9,2428,Weather Station,allpress
56,14-05-24,06:00:01,13.6,99.2,0,4.88,23.2,10.75,12.3,12.9,2428,Weather Station,allpress
57,14-05-24,07:00:01,14.2,100.0,4,92.72,14.68,10.0,12.3,13.0,2428,Weather Station,allpress
58,14-05-24,08:00:01,14.8,100.0,0,222.04,14.2,8.25,12.3,13.2,2428,Weather Station,allpress
59,14-05-24,09:00:01,15.2,100.0,1,185.44,13.18,8.25,12.3,13.4,2428,Weather Station,allpress
60,14-05-24,10:00:01,14.8,100.0,0,114.68,13.0,10.0,12.3,13.3,2428,Weather Station,allpress
61,14-05-24,11:00:01,15.0,100.0,1,431.88,18.9,10.75,12.3,13.8,2428,Weather Station,allpress
62,14-05-24,12:00:01,15.7,95.6,0,448.96,19.65,11.5,12.4,13.8,2428,Weather Station,allpress
63,14-05-24,13:00:01,16.3,88.7,0,568.52,18.48,10.0,12.4,13.8,2428,Weather Station,allpress
64,14-05-24,14:00:01,15.9,90.7,0,387.96,17.75,11.5,12.4,13.8,2428,Weather Station,allpress
65,14-05-24,15:00:01,16.7,83.6,0,868.64,19.3,11.5,12.4,13.8,2428,Weather Station,allpress
66,14-05-24,16:00:01,15.5,80.9,0,470.92,24.18,12.5,12.5,13.8,2428,Weather Station,allpress
